,funding_total_usd,status,state_code,region,funding_rounds,first_funding_at,last_funding_at,label,avg_time_between_rounds,avg_raised_amount_usd,industry,num_of_investors
8814,32000000.0,acquired,NY,New York City,3,2007-10-01,2012-09-24,1,910.0,10666666.666666666,Advertising,8.0
8815,2000000.0,acquired,VA,"Washington, D.C.",1,2013-08-18,2013-08-18,1,0.0,2000000.0,Software,1.0
8816,12000000.0,acquired,CA,SF Bay Area,1,2006-09-05,2006-09-05,1,0.0,12000000.0,Analytics,3.0
8819,38400000.0,closed,MA,Boston,5,2002-10-11,2011-05-12,0,783.0,7680000.0,Software,9.0
8821,16560000.0,acquired,IL,Chicago,3,2001-03-21,2003-06-30,1,415.0,5520000.0,Mobile,3.0
8822,63500000.0,acquired,NJ,Newark,4,2000-10-11,2008-08-26,1,958.0,15875000.0,Hardware_+_Software,8.0
8825,14050000.0,acquired,OH,Cleveland,2,2010-08-02,2011-05-10,1,281.0,7025000.0,Health_Care,3.0
8826,29050000.0,acquired,MA,Boston,4,2007-07-01,2011-12-19,1,544.0,7262500.0,Software,8.0
8828,15000000.0,acquired,UT,Salt Lake City,1,2007-08-09,2007-08-09,1,0.0,15000000.0,Finance,2.0
8829,33200000.0,acquired,MA,Boston,3,2006-03-16,2008-12-01,1,495.0,11066666.666666666,Video,8.0
8830,16000000.0,acquired,IL,Chicago,3,2000-01-31,2001-03-31,1,212.0,5333333.333333333,Health_Care,3.0
8831,2750000.0,acquired,NY,New York City,3,2010-05-16,2012-02-15,1,320.0,916666.6666666666,Curated_Web,9.0
8833,7380000.0,acquired,CA,SF Bay Area,1,2007-04-05,2007-04-05,1,0.0,7380000.0,Software,4.0
8834,1455000.0,closed,FL,Tampa,8,2008-05-09,2009-11-01,0,77.0,181875.0,Internet,11.0
8836,58443814.0,ipo,MA,Boston,9,2006-11-02,2014-07-28,1,353.0,6493757.111111111,Biotechnology,11.0
8837,2000000.0,closed,CA,SF Bay Area,1,2011-10-10,2011-10-10,0,0.0,2000000.0,Curated_Web,1.0
8838,3700000.0,acquired,CA,Los Angeles,1,2006-10-01,2006-10-01,1,0.0,3700000.0,Software,2.0
8840,10670000.0,acquired,MD,Baltimore,1,2004-03-22,2004-03-22,1,0.0,10670000.0,0_other_cat,4.0
8844,10000000.0,closed,FL,Miami,1,2005-08-05,2005-08-05,0,0.0,10000000.0,Internet,1.0
8846,3500000.0,acquired,CA,Los Angeles,1,2015-10-13,2015-10-13,1,0.0,3500000.0,Curated_Web,12.0
8847,2600000.0,acquired,CA,SF Bay Area,1,2012-08-02,2012-08-02,1,0.0,2600000.0,E-Commerce,2.0
8851,51300000.0,acquired,CA,SF Bay Area,4,2005-09-01,2007-05-01,1,202.0,12825000.0,Hardware_+_Software,8.0
8854,70000000.0,acquired,CA,SF Bay Area,2,2000-01-31,2001-07-30,1,546.0,35000000.0,0_other_cat,6.0
8855,1200000.0,closed,CA,SF Bay Area,1,2009-09-10,2009-09-10,0,0.0,1200000.0,Curated_Web,2.0
8856,2960000.0,acquired,CA,SF Bay Area,1,2007-08-30,2007-08-30,1,0.0,2960000.0,Software,1.0
8857,8000000.0,acquired,TX,Austin,1,2005-06-03,2005-06-03,1,0.0,8000000.0,Software,3.0
8860,2000000.0,closed,CA,SF Bay Area,2,2015-01-27,2015-06-21,0,145.0,2000000.0,0_other_cat,2.0
8865,9700000.0,closed,TX,Austin,3,2007-06-01,2010-03-30,0,516.0,3233333.3333333335,Video,2.0
8866,1300000.0,acquired,WA,Seattle,2,2011-05-01,2012-09-18,1,506.0,1300000.0,0_other_cat,7.0
8867,1807716.0,acquired,NY,New York City,3,2008-02-21,2010-07-14,1,437.0,903858.0,Software,2.0
8868,5750000.0,closed,CA,Los Angeles,1,2010-12-01,2010-12-01,0,0.0,5750000.0,Curated_Web,1.0
8869,984000.0,acquired,CA,SF Bay Area,2,2012-01-01,2013-05-15,1,500.0,492000.0,Social_Media,3.0
8871,25000.0,closed,CA,Los Angeles,1,2013-04-01,2013-04-01,0,0.0,25000.0,Mobile,1.0
8873,15300000.0,acquired,CA,Los Angeles,1,2003-01-07,2003-01-07,1,0.0,15300000.0,Technology,1.0
8874,34085228.0,acquired,CA,SF Bay Area,4,2005-01-01,2009-12-03,1,599.0,8521307.0,Enterprise_Software,5.0
8876,1052870.0,acquired,IL,Chicago,9,2010-06-01,2011-04-01,1,38.0,116985.55555555556,Mobile,10.0
8877,25000.0,closed,CA,SF Bay Area,1,2013-04-01,2013-04-01,0,0.0,25000.0,Games,1.0
8878,3000000.0,acquired,CA,Los Angeles,1,2006-11-06,2006-11-06,1,0.0,3000000.0,Internet,1.0
8881,15700000.0,closed,CA,SF Bay Area,3,2008-11-24,2009-08-12,0,130.0,5233333.333333333,Curated_Web,7.0
8884,500000.0,closed,TX,Austin,1,2011-04-15,2011-04-15,0,0.0,500000.0,Mobile,1.0
8886,4000000.0,closed,CT,Hartford,2,2008-01-01,2009-03-03,0,427.0,2000000.0,Software,7.0
8888,20600000.0,acquired,WA,Seattle,3,2004-10-01,2007-01-01,1,411.0,6866666.666666667,Finance,11.0
8890,15031860.0,closed,MA,Boston,5,2009-08-14,2013-12-13,0,395.0,3006372.0,E-Commerce,9.0
8894,1000000.0,closed,NY,New York City,1,2010-11-19,2010-11-19,0,0.0,1000000.0,0_other_cat,8.0
8895,275000.0,closed,NY,New York City,1,2010-11-01,2010-11-01,0,0.0,275000.0,Mobile,3.0
8897,12000000.0,acquired,IL,Chicago,1,2005-05-16,2005-05-16,1,0.0,12000000.0,Mobile,3.0
8899,12000000.0,acquired,CA,SF Bay Area,2,2007-03-28,2009-04-14,1,748.0,6000000.0,Finance,7.0
8900,5575000.0,acquired,CA,Los Angeles,4,2007-06-11,2012-09-04,1,637.0,1393750.0,Internet,1.0
8901,32630837.0,acquired,CA,SF Bay Area,4,2006-10-16,2009-12-11,1,384.0,8157709.25,Clean_Technology,7.0
8902,5500000.0,closed,CA,SF Bay Area,1,2007-11-14,2007-11-14,0,0.0,5500000.0,Web_Hosting,1.0
8903,86188360.0,ipo,CA,San Diego,6,2007-11-29,2015-05-15,1,544.0,14364726.666666666,Biotechnology,10.0
8904,6000000.0,acquired,CA,SF Bay Area,1,2004-07-01,2004-07-01,1,0.0,6000000.0,Advertising,1.0
8907,1500000.0,closed,WA,Seattle,1,2004-01-01,2004-01-01,0,0.0,1500000.0,Curated_Web,3.0
8909,4500000.0,closed,CA,SF Bay Area,1,2007-08-27,2007-08-27,0,0.0,4500000.0,0_other_cat,2.0
8910,8000000.0,acquired,IL,Chicago,2,2004-06-01,2005-04-06,1,309.0,4000000.0,Curated_Web,4.0
8912,9000000.0,acquired,MA,Boston,1,2013-05-02,2013-05-02,1,0.0,9000000.0,Mobile,5.0
8915,130000.0,acquired,NY,New York City,1,2010-03-01,2010-03-01,1,0.0,130000.0,Curated_Web,1.0
8916,23500000.0,closed,CA,San Diego,3,2009-07-17,2010-10-12,0,226.0,7833333.333333333,Biotechnology,2.0
8920,25000.0,closed,TX,Dallas,1,2013-06-07,2013-06-07,0,0.0,25000.0,Health_Care,1.0
8922,1000000.0,acquired,AZ,Phoenix,1,2008-01-01,2008-01-01,1,0.0,1000000.0,Advertising,3.0
8923,4933907.0,closed,ME,"Portland, Maine",2,2009-02-11,2010-07-01,0,505.0,2466953.5,0_other_cat,2.0
8924,443000.0,closed,MA,Boston,4,2012-08-03,2014-01-01,0,172.0,221500.0,Mobile,3.0
8928,1700000.0,closed,CA,SF Bay Area,1,2007-08-01,2007-08-01,0,0.0,1700000.0,Curated_Web,1.0
8929,8300000.0,closed,CA,SF Bay Area,1,2003-02-07,2003-02-07,0,0.0,8300000.0,Technology,4.0
8930,28415704.0,acquired,MD,"Washington, D.C.",3,2005-05-16,2010-04-13,1,896.0,9471901.333333334,Enterprise_Software,9.0
8931,1500000.0,acquired,MN,Minneapolis,1,2010-07-01,2010-07-01,1,0.0,1500000.0,Hardware_+_Software,1.0
8933,10550000.0,closed,NY,Long Island,2,2006-11-01,2008-01-01,0,426.0,5275000.0,Technology,7.0
8938,9195002.0,closed,NY,New York City,2,2014-04-16,2014-04-24,0,8.0,4597501.0,Hardware_+_Software,3.0
8940,12600000.0,closed,CA,SF Bay Area,2,2005-02-01,2006-05-01,0,454.0,6300000.0,Software,6.0
8941,1915000.0,acquired,CA,SF Bay Area,3,2007-08-01,2009-02-17,1,283.0,638333.3333333334,Curated_Web,6.0
8947,6500000.0,acquired,OR,"Portland, Oregon",1,2005-08-22,2005-08-22,1,0.0,6500000.0,0_other_cat,5.0
8948,7000000.0,acquired,CA,SF Bay Area,2,2012-05-24,2013-06-20,1,392.0,3500000.0,Enterprise_Software,11.0
8950,3395000.0,acquired,MA,Boston,4,2011-10-21,2014-07-21,1,334.0,848750.0,Biotechnology,2.0
8952,980000.0,closed,MA,Boston,1,2006-01-03,2006-01-03,0,0.0,980000.0,Enterprise_Software,1.0
8953,25131611.0,acquired,GA,Atlanta,3,2006-03-01,2007-01-02,1,153.0,8377203.666666667,Mobile,2.0
8954,39790000.0,acquired,CA,SF Bay Area,4,2003-06-03,2009-09-30,1,770.0,9947500.0,Mobile,8.0
8956,14503750.0,acquired,MA,Boston,3,2006-11-28,2010-10-22,1,712.0,4834583.333333333,Finance,5.0
8957,3767701.0,acquired,CA,SF Bay Area,3,2009-12-28,2012-09-11,1,494.0,1255900.3333333333,Software,1.0
8960,66000000.0,ipo,CA,SF Bay Area,4,2008-10-10,2013-08-13,1,589.0,16500000.0,Health_and_Wellness,15.0
8965,5000000.0,acquired,CA,SF Bay Area,2,2012-12-20,2013-06-20,1,182.0,2500000.0,Health_and_Wellness,9.0
8967,17722860.0,closed,OH,Cleveland,4,2003-10-10,2009-11-24,0,745.0,4430715.0,0_other_cat,10.0
8968,9200000.0,acquired,TX,Austin,2,2005-09-01,2007-10-28,1,787.0,4600000.0,Curated_Web,2.0
8973,3000000.0,acquired,CA,SF Bay Area,1,2011-06-28,2011-06-28,1,0.0,3000000.0,Software,2.0
8974,6750000.0,closed,NY,NY - Other,2,2006-03-28,2007-05-23,0,421.0,3375000.0,Software,4.0
8975,1125000.0,acquired,NY,New York City,1,2014-04-30,2014-04-30,1,0.0,1125000.0,Apps,2.0
8978,2400000.0,acquired,CA,San Luis Obispo,1,2006-09-12,2006-09-12,1,0.0,2400000.0,0_other_cat,1.0
8980,107000000.0,ipo,MA,Boston,3,2009-10-01,2014-02-12,1,120.0,21000000.0,Health_Care,4.0
8982,350000.0,acquired,CO,Denver,2,2011-08-01,2011-11-01,1,92.0,350000.0,Finance,1.0
8983,53200000.0,acquired,CA,SF Bay Area,2,2014-12-17,2015-03-20,1,93.0,26600000.0,Biotechnology,3.0
8984,1600000.0,closed,CA,SF Bay Area,1,2007-03-01,2007-03-01,0,0.0,1600000.0,Mobile,2.0
8988,1300000.0,closed,CA,SF Bay Area,3,2009-05-01,2009-11-23,0,103.0,1300000.0,0_other_cat,4.0
8989,300000.0,closed,CA,SF Bay Area,2,2014-06-01,2015-07-17,0,411.0,150000.0,0_other_cat,7.0
8990,500000.0,acquired,MA,Boston,2,2007-12-01,2008-08-20,1,263.0,500000.0,0_other_cat,4.0
8991,14000000.0,closed,CA,Los Angeles,1,2008-11-12,2008-11-12,0,0.0,14000000.0,Mobile,3.0
8992,8500000.0,acquired,CA,SF Bay Area,3,2011-06-28,2013-03-01,1,306.0,2833333.3333333335,Software,10.0
8993,13200001.0,acquired,CA,SF Bay Area,4,2006-01-01,2009-07-10,1,428.0,3300000.25,Games,6.0
8997,7175000.0,acquired,CA,SF Bay Area,3,2006-02-01,2008-04-04,1,396.0,2391666.6666666665,Social_Media,8.0
8998,28300000.0,acquired,CA,SF Bay Area,5,2005-01-01,2008-05-22,1,769.0,7575000.0,Software,10.0
8999,475000.0,closed,CT,CT - Other,2,2011-03-16,2011-07-11,0,117.0,237500.0,Social_Media,2.0
9000,30000000.0,acquired,CA,SF Bay Area,1,2007-08-30,2007-08-30,1,0.0,30000000.0,Health_Care,9.0
9002,1300000.0,closed,CA,SF Bay Area,1,2008-01-31,2008-01-31,0,0.0,1300000.0,Curated_Web,8.0
9004,20600000.0,acquired,CA,SF Bay Area,2,2004-10-11,2005-11-08,1,393.0,10300000.0,Health_Care,9.0
9006,750000.0,acquired,CA,SF Bay Area,1,2010-08-25,2010-08-25,1,0.0,750000.0,Analytics,9.0
9007,2100000.0,closed,CA,San Diego,3,2011-04-13,2012-09-01,0,253.0,1050000.0,Mobile,8.0
9010,600000.0,acquired,CA,SF Bay Area,1,2009-09-21,2009-09-21,1,0.0,600000.0,Curated_Web,7.0
9011,1400000.0,acquired,CA,SF Bay Area,1,2012-06-07,2012-06-07,1,0.0,1400000.0,Apps,9.0
9016,750000.0,acquired,NY,New York City,1,2015-05-19,2015-05-19,1,0.0,750000.0,0_other_cat,2.0
9018,2100000.0,closed,PA,Harrisburg,2,2008-01-01,2009-07-22,0,568.0,2100000.0,Mobile,2.0
9019,2400000.0,closed,LA,Baton Rouge,1,2006-12-08,2006-12-08,0,0.0,2400000.0,0_other_cat,4.0
9021,6629950.0,acquired,OH,Cincinnati,3,2008-02-01,2013-11-04,1,1051.0,2209983.3333333335,Software,4.0
9023,12170000.0,closed,CA,SF Bay Area,1,2008-03-06,2008-03-06,0,0.0,12170000.0,Finance,3.0
9026,29000000.0,acquired,MA,Boston,1,2010-06-15,2010-06-15,1,0.0,29000000.0,Biotechnology,7.0
9028,27500000.0,acquired,NY,New York City,3,2008-08-08,2012-05-15,1,688.0,9166666.666666666,Finance,4.0
9030,575000.0,acquired,NY,New York City,1,2011-11-01,2011-11-01,1,0.0,575000.0,Curated_Web,6.0
9035,5600000.0,closed,MA,Boston,1,2007-08-27,2007-08-27,0,0.0,5600000.0,Hardware_+_Software,3.0
9038,7720000.0,acquired,CA,SF Bay Area,2,2010-06-25,2013-04-01,1,1011.0,3860000.0,0_other_cat,2.0
9039,3750000.0,acquired,NY,New York City,2,2010-08-25,2011-01-10,1,138.0,1875000.0,0_other_cat,11.0
9042,1300000.0,closed,NY,New York City,1,2008-10-15,2008-10-15,0,0.0,1300000.0,Video,1.0
9043,20000000.0,acquired,MI,Detroit,1,2007-04-04,2007-04-04,1,0.0,20000000.0,E-Commerce,3.0
9045,9000000.0,acquired,FL,Daytona Beach,1,2007-12-03,2007-12-03,1,0.0,9000000.0,Health_Care,4.0
9049,14255000.0,acquired,CA,SF Bay Area,3,2010-01-15,2011-01-11,1,180.0,4751666.666666667,Curated_Web,13.0
9050,205000.0,acquired,CA,SF Bay Area,1,2011-03-24,2011-03-24,1,0.0,205000.0,Curated_Web,7.0
9054,10000000.0,acquired,CA,SF Bay Area,2,2005-12-15,2007-11-01,1,686.0,10000000.0,Software,2.0
9055,10000000.0,closed,VA,"Washington, D.C.",1,2007-11-19,2007-11-19,0,0.0,10000000.0,Software,2.0
9056,11500000.0,acquired,VA,"Washington, D.C.",3,2005-07-01,2010-08-26,1,941.0,3833333.3333333335,Analytics,6.0
9057,4170000.0,acquired,MA,Boston,1,2007-03-23,2007-03-23,1,0.0,4170000.0,0_other_cat,1.0
9058,350000.0,acquired,NY,New York City,1,2013-08-05,2013-08-05,1,0.0,350000.0,Mobile,2.0
9060,4099999.0,acquired,NY,New York City,1,2006-10-04,2006-10-04,1,0.0,4099999.0,Social_Media,2.0
9061,1822922.0,acquired,CA,SF Bay Area,3,2008-12-01,2011-05-26,1,453.0,607640.6666666666,E-Commerce,7.0
9062,96500000.0,acquired,MA,Boston,4,2010-04-15,2013-01-08,1,333.0,24125000.0,Health_Care,13.0
9063,22650000.0,acquired,VA,"Washington, D.C.",2,2011-12-22,2013-11-12,1,691.0,11325000.0,Analytics,3.0
9065,4000000.0,acquired,CA,SF Bay Area,2,2014-06-30,2014-10-23,1,115.0,4000000.0,Internet,3.0
9067,16500000.0,acquired,CA,SF Bay Area,2,2011-12-06,2012-01-13,1,38.0,8250000.0,Software,7.0
9069,22300000.0,ipo,CA,SF Bay Area,3,2013-09-24,2014-10-07,1,189.0,7433333.333333333,0_other_cat,4.0
9071,11000000.0,acquired,CA,SF Bay Area,1,2007-10-01,2007-10-01,1,0.0,11000000.0,Security,2.0
9073,10000000.0,acquired,WA,Seattle,1,2010-01-01,2010-01-01,1,0.0,10000000.0,Health_and_Wellness,3.0
9074,15000.0,closed,CA,Los Angeles,2,2013-08-01,2014-02-20,0,203.0,15000.0,Advertising,2.0
9075,20000000.0,acquired,CA,SF Bay Area,1,2005-10-27,2005-10-27,1,0.0,20000000.0,0_other_cat,2.0
9078,1500000.0,closed,NJ,Philadelphia,1,2007-03-28,2007-03-28,0,0.0,1500000.0,0_other_cat,3.0
9079,20000000.0,acquired,IL,Chicago,1,2000-09-30,2000-09-30,1,0.0,20000000.0,0_other_cat,2.0
9081,45000000.0,closed,CA,SF Bay Area,3,2010-01-28,2013-01-28,0,548.0,22500000.0,Advertising,11.0
9084,45139996.0,acquired,CA,SF Bay Area,4,2008-02-01,2012-10-01,1,568.0,11284999.0,Advertising,10.0
9088,500000.0,closed,CA,Los Angeles,1,2012-11-28,2012-11-28,0,0.0,500000.0,0_other_cat,1.0
9090,5000000.0,acquired,CA,SF Bay Area,1,2011-01-01,2011-01-01,1,0.0,5000000.0,Curated_Web,12.0
9092,5000000.0,acquired,CA,SF Bay Area,1,2008-02-26,2008-02-26,1,0.0,5000000.0,Social_Media,3.0
9094,15000.0,closed,TN,Memphis,1,2012-01-29,2012-01-29,0,0.0,15000.0,Curated_Web,2.0
9101,478000.0,acquired,CA,SF Bay Area,2,2013-07-10,2014-01-23,1,197.0,239000.0,SaaS,1.0
9104,140000.0,acquired,WA,Seattle,1,2011-10-01,2011-10-01,1,0.0,140000.0,Curated_Web,1.0
9107,5000000.0,closed,TX,Dallas,1,2004-11-18,2004-11-18,0,0.0,5000000.0,Enterprise_Software,5.0
9108,1500000.0,closed,CA,SF Bay Area,1,2008-03-11,2008-03-11,0,0.0,1500000.0,Social_Media,1.0
9112,81017493.0,acquired,CA,Los Angeles,4,2005-05-09,2010-03-15,1,590.0,20254373.25,Semiconductors,17.0
9113,30000000.0,acquired,CA,Los Angeles,2,2011-11-02,2013-06-17,1,593.0,30000000.0,0_other_cat,4.0
9114,3000000.0,closed,NV,Las Vegas,1,2008-01-01,2008-01-01,0,0.0,3000000.0,E-Commerce,1.0
9116,7800000.0,acquired,CA,SF Bay Area,4,2010-07-01,2011-09-28,1,151.0,2600000.0,Health_and_Wellness,18.0
9117,5000000.0,closed,TX,Austin,1,2002-10-11,2002-10-11,0,0.0,5000000.0,0_other_cat,2.0
9118,3050000.0,closed,UT,UT - Other,3,2011-02-28,2012-08-07,0,263.0,1016666.6666666666,Games,1.0
9119,20000000.0,acquired,CA,SF Bay Area,1,2011-05-05,2011-05-05,1,0.0,20000000.0,Games,3.0
9122,100000.0,closed,TX,Austin,1,2006-07-13,2006-07-13,0,0.0,100000.0,0_other_cat,1.0
9125,21500000.0,acquired,CA,SF Bay Area,4,2010-01-01,2014-05-21,1,533.0,7166666.666666667,Finance,12.0
9127,68500000.0,acquired,CA,SF Bay Area,4,2012-07-12,2015-05-20,1,347.0,17125000.0,SaaS,9.0
9128,3700000.0,acquired,UT,Salt Lake City,2,2011-02-22,2012-09-28,1,584.0,1850000.0,Finance,6.0
9129,15000.0,closed,CA,SF Bay Area,1,2007-06-01,2007-06-01,0,0.0,15000.0,0_other_cat,1.0
9132,1000000.0,closed,WA,Seattle,1,2007-12-01,2007-12-01,0,0.0,1000000.0,0_other_cat,2.0
9134,11500000.0,closed,OR,"Portland, Oregon",1,2004-11-19,2004-11-19,0,0.0,11500000.0,0_other_cat,1.0
9135,2000000.0,closed,NY,New York City,2,2014-08-01,2015-12-04,0,490.0,2000000.0,0_other_cat,1.0
9138,45039999.0,acquired,CA,Anaheim,3,2010-01-05,2011-07-20,1,280.0,15013333.0,Games,11.0
9142,3900000.0,closed,MD,Baltimore,1,2010-02-26,2010-02-26,0,0.0,3900000.0,Games,1.0
9143,9000000.0,acquired,NY,New York City,2,2005-06-01,2005-11-15,1,167.0,9000000.0,Games,8.0
9144,700000.0,closed,CA,SF Bay Area,2,2010-01-01,2010-08-24,0,235.0,700000.0,Games,9.0
9145,11400000.0,closed,NY,New York City,3,2008-01-01,2010-11-17,0,525.0,3800000.0,Internet,2.0
9147,2000000.0,closed,CA,SF Bay Area,2,2007-10-01,2008-06-01,0,244.0,1000000.0,Games,5.0
9148,28600000.0,acquired,MA,Boston,2,2006-02-08,2008-08-15,1,919.0,14300000.0,Games,6.0
9150,3000000.0,acquired,MA,Boston,2,2007-07-01,2008-04-18,1,292.0,3000000.0,Games,3.0
9151,1000000.0,closed,NY,New York City,1,2010-06-01,2010-06-01,0,0.0,1000000.0,Games,1.0
9153,6200000.0,acquired,CA,Los Angeles,1,2005-02-01,2005-02-01,1,0.0,6200000.0,Software,2.0
9154,14000000.0,closed,CA,Los Angeles,1,2009-10-30,2009-10-30,0,0.0,14000000.0,Health_Care,2.0
9155,1500000.0,closed,CA,SF Bay Area,1,2008-03-16,2008-03-16,0,0.0,1500000.0,Games,1.0
9156,1000000.0,closed,CA,Los Angeles,1,2011-06-29,2011-06-29,0,0.0,1000000.0,Games,1.0
9160,10400000.0,closed,PA,Philadelphia,1,2009-02-03,2009-02-03,0,0.0,10400000.0,Biotechnology,3.0
9161,100000.0,closed,CA,SF Bay Area,1,2012-03-01,2012-03-01,0,0.0,100000.0,0_other_cat,12.0
9162,800000.0,acquired,NY,New York City,1,2011-06-29,2011-06-29,1,0.0,800000.0,Mobile,10.0
9163,6230757.0,closed,MA,Boston,4,2006-08-15,2009-12-16,0,406.0,2076919.0,Health_Care,17.0
9166,55900000.0,acquired,MA,Boston,6,2007-01-01,2014-08-11,1,555.0,9316666.666666666,E-Commerce,17.0
9167,9560000.0,acquired,TX,Austin,3,2010-12-06,2013-01-03,1,379.0,3186666.6666666665,Analytics,2.0
9169,5000000.0,closed,CA,SF Bay Area,2,2008-01-01,2009-01-01,0,366.0,5000000.0,Curated_Web,1.0
9171,40315041.0,acquired,CA,SF Bay Area,5,2008-07-14,2010-08-17,1,191.0,8063008.2,0_other_cat,1.0
9172,3715000.0,acquired,CA,SF Bay Area,2,2009-07-01,2010-04-07,1,280.0,1857500.0,Hardware_+_Software,13.0
9174,20000000.0,acquired,CA,SF Bay Area,2,2006-07-11,2008-03-26,1,624.0,10000000.0,Web_Hosting,5.0
9175,26041107.0,acquired,MN,Minneapolis,2,2007-02-21,2009-02-04,1,714.0,13020553.5,Mobile,3.0
9177,3000000.0,closed,CA,SF Bay Area,1,2006-11-07,2006-11-07,0,0.0,3000000.0,Software,1.0
9178,2100000.0,acquired,MA,Boston,3,2012-08-15,2013-09-01,1,191.0,700000.0,Health_and_Wellness,2.0
9179,435953.0,closed,CA,Los Angeles,4,2009-02-10,2010-06-12,0,162.0,108988.25,Curated_Web,1.0
9183,5100000.0,closed,CA,SF Bay Area,2,2012-06-28,2014-05-13,0,684.0,2550000.0,Biotechnology,10.0
9184,11100000.0,closed,MA,Boston,3,2008-07-06,2010-04-06,0,319.0,3700000.0,E-Commerce,4.0
9187,17300000.0,acquired,CA,SF Bay Area,2,2006-06-27,2007-06-30,1,368.0,8650000.0,Biotechnology,5.0
9189,84900000.0,ipo,VA,"Washington, D.C.",3,2009-08-05,2010-09-10,1,200.0,28300000.0,0_other_cat,2.0
9191,8000000.0,acquired,CA,Los Angeles,2,2008-03-04,2009-07-14,1,497.0,4000000.0,Video,3.0
9192,2500000.0,closed,CA,SF Bay Area,1,2005-08-26,2005-08-26,0,0.0,2500000.0,Software,1.0
9193,650000.0,closed,IL,Chicago,3,2010-11-01,2011-04-01,0,75.0,216666.66666666666,E-Commerce,1.0
9195,22165091.0,acquired,NY,New York City,10,2006-09-26,2010-05-06,1,146.0,2462787.888888889,Web_Hosting,2.0
9196,24999998.0,acquired,CA,SF Bay Area,3,2010-07-26,2014-06-20,1,712.0,8333332.666666667,Biotechnology,8.0
9197,15000000.0,acquired,CA,Los Angeles,3,2007-01-17,2009-01-19,1,366.0,7500000.0,Curated_Web,4.0
9201,2000000.0,closed,CA,SF Bay Area,1,2007-10-01,2007-10-01,0,0.0,2000000.0,Curated_Web,2.0
9203,5000000.0,acquired,NC,Raleigh,1,2005-04-27,2005-04-27,1,0.0,5000000.0,Biotechnology,1.0
9204,3000000.0,closed,TX,Houston,1,2013-08-27,2013-08-27,0,0.0,3000000.0,0_other_cat,1.0
9205,39803794.0,acquired,CA,San Diego,4,2007-04-04,2010-06-16,1,389.0,9950948.5,Health_Care,6.0
9207,3070000.0,acquired,GA,Atlanta,1,2005-06-16,2005-06-16,1,0.0,3070000.0,Software,5.0
9208,11253082.0,closed,CA,Los Angeles,4,2008-12-01,2010-09-23,0,220.0,3751027.3333333335,Mobile,6.0
9210,31000000.0,acquired,IA,Des Moines,1,2008-02-26,2008-02-26,1,0.0,31000000.0,Education,1.0
9211,350000.0,acquired,OR,"Portland, Oregon",2,2011-07-14,2012-02-21,1,222.0,350000.0,Enterprise_Software,5.0
9215,1594999.0,acquired,WA,Seattle,3,2006-12-04,2009-04-01,1,424.0,797499.5,Software,1.0
9219,17000000.0,acquired,MA,Boston,2,2000-06-14,2001-09-19,1,462.0,8500000.0,0_other_cat,3.0
9222,1700000.0,closed,CA,Los Angeles,1,2008-11-06,2008-11-06,0,0.0,1700000.0,Curated_Web,1.0
9223,2300000.0,acquired,CA,SF Bay Area,1,2014-09-24,2014-09-24,1,0.0,2300000.0,Software,1.0
9226,42000000.0,acquired,CA,SF Bay Area,3,2007-11-07,2011-02-14,1,597.0,14000000.0,Mobile,4.0
9229,59500000.0,ipo,CO,Denver,4,2007-03-09,2009-08-21,1,298.0,19833333.333333332,Clean_Technology,13.0
9230,5500000.0,acquired,NY,New York City,2,2008-03-01,2008-05-08,1,68.0,2750000.0,0_other_cat,4.0
9232,6400000.0,acquired,OR,"Portland, Oregon",2,2009-10-01,2010-10-07,1,371.0,3200000.0,Mobile,2.0
9233,26100000.0,acquired,NE,Omaha,2,2001-06-22,2001-10-25,1,125.0,13050000.0,E-Commerce,6.0
9234,1020000.0,acquired,CA,SF Bay Area,2,2010-08-31,2011-04-20,1,232.0,510000.0,Social_Media,6.0
9236,705000.0,closed,NJ,Newark,3,2010-11-01,2012-12-31,0,395.0,235000.0,0_other_cat,1.0
9238,14600000.0,closed,CA,SF Bay Area,1,2005-11-09,2005-11-09,0,0.0,14600000.0,0_other_cat,3.0
9240,1400000.0,closed,CA,SF Bay Area,1,2007-02-01,2007-02-01,0,0.0,1400000.0,0_other_cat,2.0
9241,22800000.0,ipo,CA,SF Bay Area,1,2010-02-03,2010-02-03,1,0.0,22800000.0,Web_Hosting,1.0
9242,4000000.0,closed,CA,Ontario - Inland Empire,2,2011-06-15,2012-08-08,0,420.0,2000000.0,0_other_cat,1.0
9245,3350000.0,closed,CA,Los Angeles,2,2009-01-01,2010-06-01,0,516.0,3350000.0,0_other_cat,5.0
9252,10750000.0,acquired,WA,Seattle,2,2009-05-05,2010-07-28,1,449.0,5375000.0,Curated_Web,4.0
9253,6322000.0,acquired,MD,Baltimore,2,2012-04-10,2013-12-06,1,605.0,3161000.0,0_other_cat,6.0
9255,1500000.0,closed,CO,Denver,1,2010-12-08,2010-12-08,0,0.0,1500000.0,Software,3.0
9257,6000000.0,acquired,CA,San Diego,1,2006-02-01,2006-02-01,1,0.0,6000000.0,0_other_cat,1.0
9258,18100000.0,acquired,CA,SF Bay Area,3,2007-05-01,2009-11-01,1,457.0,6033333.333333333,Curated_Web,9.0
9259,58000000.0,closed,CA,SF Bay Area,3,2008-01-29,2009-09-02,0,291.0,19333333.333333332,Clean_Technology,6.0
